494;28.29
495;28.28
496;28.2
497;28.15
498;28.18
499;28.12
500;28.25
501;28.19
502;28.27
503;28.2
504;28.22
505;28.27
506;28.28
507;28.23
508;28.16
509;28.09
510;28.18
511;28.06
512;28.17
513;28.16
514;28.16
515;28.15
516;28.11
517;28.08
518;28.11
519;28.07
520;28.11
521;28.0
522;27.94
523;28.02
524;27.99
525;27.97
526;27.95
527;27.95
528;27.95
529;27.91
530;27.9
531;27.85
532;27.82
533;27.89
534;27.88
535;27.89
536;27.97
537;27.97
538;27.9
539;27.99
540;27.94
541;27.95
542;27.95
543;27.97
544;27.96
545;27.98
546;27.99
547;28.0
548;28.04
549;28.08
550;28.06
551;28.1
552;28.09
553;28.11
554;28.1
555;27.99
556;27.64
557;27.82
558;27.65
559;27.58
560;27.6
561;27.38
562;27.6
563;27.67
564;27.62
565;27.63
566;27.5
567;27.43
568;27.46
569;27.5
570;27.56
571;27.69
572;27.75
573;27.7
574;27.72
575;27.66
576;27.87
577;28.05
578;28.2
579;28.2
580;28.15
581;28.3
582;28.28
583;28.24
584;28.36
585;28.42
586;28.37
587;28.42
588;28.47
589;28.43
590;28.25
591;28.16
592;28.06
593;27.85
594;27.9
595;27.95
596;27.91
597;27.78
598;27.75
599;27.76
600;27.85
601;27.82
602;27.91
603;27.92
604;27.76
605;27.93
606;27.95
607;28.09
608;28.0
609;27.95
610;27.85
611;27.82
612;27.75
613;27.71
614;27.67
615;27.58
616;27.69
617;27.62
618;27.54
619;27.63
620;27.48
621;27.32
622;27.33
623;27.23
624;27.33
625;27.22
626;27.22
627;27.24
628;27.4
629;27.51
630;27.55
631;27.44
632;27.44
633;27.5
634;27.52
635;27.68
636;27.71
637;27.74
638;27.67
639;27.79
640;27.94
641;27.82
642;27.89
643;27.86
644;27.81
645;27.74
646;27.77
647;27.79
648;27.77
649;27.67
650;27.79
651;27.71
652;27.76
653;27.75
654;27.71
655;27.71
656;27.75
657;27.69
658;27.71
659;27.71
660;27.76
661;27.75
662;27.78
663;27.77
664;27.71
665;27.7
666;27.7
667;27.72
668;27.7
669;27.73
670;27.72
671;27.7
672;27.73
673;27.78
674;27.91
675;28.0
676;28.03
677;28.14
678;27.94
679;28.0
680;27.95
681;27.88
682;27.85
683;27.81
684;27.83
685;27.8
686;27.79
687;27.81
688;27.86
689;27.87
690;27.89
691;27.92
692;28.01
693;28.04
694;28.06
695;28.15
696;28.3
697;28.34
698;28.17
699;28.15
700;28.13
701;28.13
702;28.07
703;28.01
704;28.11
705;28.21
706;28.16
707;28.11
708;28.06
709;28.0
710;27.97
711;27.92
712;27.87
713;27.91
714;27.96
715;28.04
716;27.94
717;27.94
718;27.95
719;27.94
720;27.92
721;27.89
722;27.93
723;27.98
724;27.96
725;27.94
726;27.94
727;27.95
728;27.95
729;27.96
730;27.94
731;28.0
732;28.05
733;28.16
734;28.21
735;28.23
736;28.23
737;28.34
738;28.38
739;28.34
740;28.34
741;28.36
742;28.39
743;28.47
744;28.54
745;28.52
746;28.4
747;28.38
748;28.33
749;28.29
750;28.33
751;28.3
752;28.45
753;28.5
754;28.53
755;28.5
756;28.43
757;28.42
758;28.44
759;28.49
760;28.48
761;28.47
762;28.47
763;28.36
764;28.43
765;28.41
766;28.4
767;28.38
768;28.39
769;28.38
770;28.43
771;28.39
772;28.36
773;28.33
774;28.34
775;28.29
776;28.32
777;28.3
778;28.34
779;28.46
780;28.34
781;28.33
782;28.32
783;28.28
784;28.27
785;28.29
786;28.29
787;28.31
788;28.3
789;28.3
790;28.35
791;28.39
792;28.42
793;28.47
794;28.47
795;28.48
796;28.53
797;28.49
798;28.47
799;28.48
800;28.49
801;28.45
802;28.5
803;28.5
804;28.49
805;28.52
806;28.46
807;28.46
808;28.48
809;28.5
810;28.61
811;28.6
812;28.65
813;28.7
814;28.72
815;28.75
816;28.74
817;28.71
818;28.63
819;28.59
820;28.6
821;28.64
822;28.68
823;28.72
824;28.77
825;28.83
826;28.85
827;28.93
828;29.03
829;29.3
830;29.55
831;29.24
832;29.29
833;29.11
834;29.1
835;28.91
836;29.08
837;29.01
838;28.97
839;29.05
840;29.06
841;29.12
842;29.05
843;29.06
844;29.07
845;29.0
846;29.03
847;29.07
848;29.34
849;29.38
850;29.36
851;29.35
852;29.33
853;29.17
854;29.2
855;29.14
856;29.05
857;28.96
858;28.85
859;28.77
860;28.79
861;28.93
862;28.96
863;28.98
864;28.97
865;28.93
866;28.92
867;28.92
868;28.97
869;28.95
870;28.91
871;28.84
872;28.8
873;28.8
874;28.75
875;28.64
876;28.58
877;28.53
878;28.58
879;28.65
880;28.61
881;28.62
882;28.71
883;28.82
884;28.81
885;28.82
886;28.82
887;28.82
888;28.69
889;28.7
890;28.63
891;28.52
892;28.57
893;28.48
894;28.4
895;28.35
896;28.37
897;28.45
898;28.47
899;28.43
900;28.49
901;28.46
902;28.38
903;28.47
904;28.4
905;28.35
906;28.31
907;28.32
908;28.32
909;28.29
910;28.2
911;28.2
912;28.2
913;28.33
914;28.33
915;28.32
916;28.32
917;28.2
918;28.21
919;28.17
920;28.25
921;28.28
922;28.23
923;28.25
924;28.17
925;28.2
926;28.12
927;28.13
928;28.15
929;28.19
930;28.26
931;28.26
932;28.36
933;28.24
934;28.14
935;28.26
936;28.17
937;28.18
938;28.2
939;28.16
940;28.23
