1;26.5
2;26.65
3;26.65
4;26.66
5;26.61
6;26.65
7;26.6
8;26.53
9;26.58
10;26.58
11;26.58
12;26.58
13;26.55
14;26.55
15;26.53
16;26.53
17;26.5
18;26.65
19;26.58
20;26.66
21;26.68
22;26.58
23;26.66
24;26.6
25;26.62
26;26.61
27;26.61
28;26.62
29;26.62
30;26.55
31;26.61
32;26.51
33;26.48
34;26.45
35;26.45
36;26.39
37;26.5
38;26.6
39;26.6
40;26.5
41;26.7
42;27.9
43;30.0
44;31.0
45;32.5
46;32.3
47;32.1
48;27.77
49;28.14
50;28.29
51;28.4
52;28.18
53;28.0
54;27.9
55;27.93
56;27.93
57;27.79
58;27.67
59;27.7
60;27.93
61;28.04
62;28.19
63;28.31
64;27.91
65;28.0
66;28.08
67;28.15
68;28.1
69;28.1
70;28.2
71;28.38
72;28.54
73;28.48
74;28.43
75;28.49
76;28.38
77;28.34
78;28.4
79;28.4
80;28.1
81;28.07
82;28.1
83;28.15
84;28.18
85;28.05
86;28.0
87;27.84
88;28.0
89;28.0
90;27.88
91;27.87
92;27.98
93;27.9
94;27.95
95;27.92
96;27.87
97;27.85
98;27.81
99;27.81
100;27.85
101;27.78
102;27.74
103;27.75
104;27.74
105;27.74
106;27.7
107;28.1
108;28.0
109;28.0
110;28.0
111;27.83
112;27.85
113;27.98
114;28.28
115;28.3
116;28.3
117;28.2
118;28.18
119;28.02
120;28.16
121;28.15
122;28.13
123;28.02
124;28.0
125;28.1
126;28.01
127;27.82
128;27.98
129;27.85
130;27.75
131;28.0
132;27.82
133;27.82
134;27.6
135;27.6
136;27.77
137;27.79
138;27.92
139;27.97
140;28.0
141;27.97
142;28.0
143;28.01
144;28.0
145;28.0
146;28.09
147;28.09
148;28.07
149;28.08
150;28.08
151;28.08
152;28.08
153;28.09
154;28.08
155;28.08
156;28.07
157;28.06
158;28.07
159;28.1
160;28.09
161;28.01
162;27.94
163;27.93
164;27.79
165;27.79
166;27.7
167;27.7
168;27.7
169;27.89
170;27.69
171;27.7
172;27.5
173;27.31
174;27.49
175;27.35
176;27.5
177;27.8
178;27.61
179;27.52
180;27.71
181;27.65
182;27.64
183;27.65
184;27.56
185;27.56
186;27.56
187;27.6
188;27.59
189;27.59
190;27.59
191;27.6
192;27.65
193;27.7
194;27.77
195;27.79
196;27.78
197;27.76
198;27.78
199;27.78
200;27.79
201;27.79
202;27.79
203;27.75
204;27.72
205;27.75
206;27.7
207;27.69
208;27.7
209;27.62
210;27.69
211;27.69
212;27.72
213;27.69
214;27.69
215;27.67
216;27.67
217;27.67
218;27.59
219;27.65
220;27.66
221;27.66
222;27.65
223;27.59
224;27.6
225;27.64
226;28.62
227;28.19
228;28.0
229;28.1
230;28.1
231;28.05
232;28.1
233;28.22
234;28.2
235;28.2
236;28.19
237;28.1
238;28.12
239;28.2
240;28.19
241;28.22
242;28.25
243;28.13
244;28.28
245;28.3
246;28.29
247;28.28
248;28.2
249;28.11
250;28.27
251;28.33
252;28.27
253;28.35
254;28.37
255;28.4
256;28.37
257;28.11
258;28.1
259;28.25
260;28.23
261;28.25
262;28.12
263;28.15
264;28.29
265;28.29
266;28.29
267;28.28
268;28.22
269;28.21
270;28.16
271;28.16
272;28.2
273;28.2
274;28.19
275;28.15
276;28.18
277;28.18
278;28.18
279;28.11
280;28.15
281;28.15
282;28.15
283;28.13
284;28.1
285;28.11
286;28.11
287;28.12
288;28.12
289;28.12
290;28.12
291;28.08
292;28.08
293;28.08
294;28.08
295;28.07
296;28.08
297;28.05
298;28.02
299;28.04
300;28.08
301;28.1
302;28.09
303;28.02
304;28.0
305;28.02
306;28.0
307;28.01
308;28.04
309;28.1
310;28.09
311;28.1
312;28.04
313;28.1
314;28.09
315;28.09
316;28.1
317;28.1
318;28.07
319;28.06
320;28.06
321;28.09
322;28.11
323;28.11
324;28.11
325;28.05
326;28.02
327;28.07
328;28.08
329;28.08
330;28.11
331;28.1
332;28.22
333;28.22
334;28.28
335;28.25
336;28.3
337;28.3
338;28.3
339;28.3
340;28.28
341;28.3
342;28.3
343;28.34
344;28.34
345;28.33
346;28.33
347;28.39
348;28.38
349;28.31
350;28.38
351;28.28
352;28.32
353;28.37
354;28.34
355;28.31
356;28.3
357;28.3
358;28.3
359;28.3
360;28.3
361;28.38
362;28.38
363;28.45
364;28.4
365;28.49
366;28.45
367;28.47
368;28.46
369;28.49
370;28.47
371;28.47
372;28.43
373;28.47
374;28.44
375;28.37
376;28.5
377;28.4
378;28.4
379;28.45
380;28.45
381;28.45
382;28.46
383;28.49
384;28.46
385;28.46
386;28.48
387;28.46
388;28.49
389;28.46
390;28.5
391;28.49
392;28.46
393;28.46
394;28.48
395;28.45
396;28.45
397;28.39
398;28.33
399;28.3
400;28.4
401;28.29
402;28.39
403;28.33
404;28.33
405;28.29
406;28.44
407;28.43
408;28.41
409;28.43
410;28.43
411;28.43
412;28.44
413;28.44
414;28.44
415;28.33
416;28.31
417;28.31
418;28.31
419;28.31
420;28.3
421;28.3
422;28.35
423;28.35
424;28.39
425;28.35
426;28.48
427;28.44
428;28.4
429;28.53
430;28.55
431;28.57
432;28.52
433;28.58
434;28.6
435;28.57
436;28.55
437;28.59
438;28.59
439;28.53
440;28.59
441;28.49
442;28.54
443;28.49
444;28.48
445;28.47
446;28.37
447;28.34
448;28.25
449;28.21
450;28.14
451;28.15
452;28.3
453;28.31
454;28.38
455;28.44
456;28.38
457;28.48
458;28.38
459;28.47
460;28.47
461;28.48
462;28.46
463;28.46
464;28.46
465;28.3
466;28.38
467;28.37
468;28.33
469;28.26
470;28.25
471;28.11
472;28.05
473;28.11
474;28.05
475;27.99
476;28.15
477;28.18
478;28.18
479;28.25
480;28.3
481;28.3
482;28.3
483;28.25
484;28.32
485;28.3
486;28.3
487;28.25
488;28.25
489;28.24
490;28.28
491;28.28
492;28.29
493;28.29
